workplace_id,industry,region,n_workers,month,payment_date,payment_delay_days,contracted_wage,actual_wage,deduction_amount,overtime_hours,actual_overtime_pay,expected_overtime_pay,is_exploited,exploitation_type
3,서비스업,경기,18,4,2022-04-29,-2,3000000,2460000,200848,2,43551,43062,1,wage_cut
3,서비스업,경기,18,5,2022-05-30,-1,3000000,2400000,321018,2,39593,43062,1,wage_cut
3,서비스업,경기,18,6,2022-06-29,-1,3000000,2340000,238587,26,539941,559809,1,wage_cut
3,서비스업,경기,18,7,2022-07-28,-2,3000000,2280000,360745,8,167408,172249,1,wage_cut
3,서비스업,경기,18,8,2022-08-31,2,3000000,2220000,392808,41,937527,882775,1,wage_cut
4,서비스업,경남,15,0,2022-01-02,1,2060740,1854666,117656,0,0,0,1,wage_cut
4,서비스업,경남,15,1,2022-02-01,1,2060740,1813451,172689,50,721099,739500,1,wage_cut
4,서비스업,경남,15,2,2022-03-01,-1,2060740,1772236,222206,31,415937,458490,1,wage_cut
4,서비스업,경남,15,3,2022-03-30,-2,2060740,1731022,224792,21,281426,310590,1,wage_cut
4,서비스업,경남,15,4,2022-05-02,1,2060740,1689807,272554,41,589434,606390,1,wage_cut
4,서비스업,경남,15,5,2022-06-01,1,2060740,1648592,210658,36,561191,532440,1,wage_cut
4,서비스업,경남,15,6,2022-07-01,1,2060740,1607377,231399,43,583229,635970,1,wage_cut
4,서비스업,경남,15,7,2022-08-01,2,2060740,1566162,212535,31,462216,458490,1,wage_cut
4,서비스업,경남,15,8,2022-08-30,1,2060740,1524948,304135,15,222573,221850,1,wage_cut
4,서비스업,경남,15,9,2022-09-28,0,2060740,1483733,185224,16,233494,236640,1,wage_cut
4,서비스업,경남,15,10,2022-10-27,-1,2060740,1442518,108261,25,403963,369750,1,wage_cut
4,서비스업,경남,15,11,2022-11-25,-2,2060740,1401303,187312,11,152060,162690,1,wage_cut
5,서비스업,인천,3,0,2021-12-30,-2,2500000,2250000,358653,39,719112,699761,1,wage_cut
5,서비스업,인천,3,1,2022-02-02,2,2500000,2200000,289278,38,673046,681818,1,wage_cut
5,서비스업,인천,3,2,2022-03-04,2,2500000,2150000,186933,2,34851,35885,1,wage_cut
5,서비스업,인천,3,3,2022-04-03,2,2500000,2100000,128598,21,347862,376794,1,wage_cut
5,서비스업,인천,3,4,2022-05-03,2,2500000,2050000,135182,46,884035,825359,1,wage_cut
5,서비스업,인천,3,5,2022-06-01,1,2500000,2000000,243543,4,65998,71770,1,wage_cut
5,서비스업,인천,3,6,2022-07-02,2,2500000,1950000,211576,38,677001,681818,1,wage_cut
5,서비스업,인천,3,7,2022-08-01,2,2500000,1900000,137015,22,430196,394737,1,wage_cut
5,서비스업,인천,3,8,2022-08-30,1,2500000,1850000,190223,33,534707,592105,1,wage_cut
5,서비스업,인천,3,9,2022-09-28,0,2500000,1800000,339122,31,573874,556220,1,wage_cut
5,서비스업,인천,3,10,2022-10-29,1,2500000,1750000,142642,15,276805,269139,1,wage_cut
5,서비스업,인천,3,11,2022-11-25,-2,2500000,1700000,271444,27,527104,484450,1,wage_cut
5,서비스업,인천,3,12,2022-12-28,1,2500000,1650000,268342,49,813863,879187,1,wage_cut
5,서비스업,인천,3,13,2023-01-28,2,2500000,1600000,330160,50,919726,897129,1,wage_cut
5,서비스업,인천,3,14,2023-02-23,-2,2500000,1550000,287871,32,540481,574163,1,wage_cut
5,서비스업,인천,3,15,2023-03-29,2,2500000,1500000,178647,12,210026,215311,1,wage_cut
5,서비스업,인천,3,16,2023-04-28,2,2500000,1500000,279563,50,867803,897129,1,wage_cut
5,서비스업,인천,3,17,2023-05-25,-1,2500000,1500000,221349,7,130160,125598,1,wage_cut
5,서비스업,인천,3,18,2023-06-24,-1,2500000,1500000,195464,50,828618,897129,1,wage_cut
5,서비스업,인천,3,19,2023-07-27,2,2500000,1500000,282236,49,945560,879187,1,wage_cut
6,제조업,경기,6,0,2022-01-05,4,2500000,2534747,156922,48,818185,861244,1,payment_delay
6,제조업,경기,6,1,2022-02-10,10,2500000,2489349,312718,11,207416,197368,1,payment_delay
6,제조업,경기,6,2,2022-03-14,12,2500000,2560383,251313,29,554308,520335,1,payment_delay
6,제조업,경기,6,3,2022-04-19,18,2500000,2483380,127709,18,349151,322967,1,payment_delay
6,제조업,경기,6,4,2022-05-24,23,2500000,2472897,362515,8,156477,143541,1,payment_delay
6,제조업,경기,6,5,2022-06-27,27,2500000,2437493,147926,46,842269,825359,1,payment_delay
6,제조업,경기,6,6,2022-07-30,30,2500000,2537856,322895,20,379638,358852,1,payment_delay
6,제조업,경기,6,7,2022-08-29,30,2500000,2571137,373983,41,670302,735646,1,payment_delay
6,제조업,경기,6,8,2022-09-28,30,2500000,2506887,301458,22,431736,394737,1,payment_delay
7,서비스업,경기,11,0,2022-01-07,6,2500000,2437616,300242,37,607149,663876,1,payment_delay
7,서비스업,경기,11,1,2022-02-09,9,2500000,2530936,145337,26,427772,466507,1,payment_delay
7,서비스업,경기,11,2,2022-03-15,13,2500000,2481141,217661,7,133455,125598,1,payment_delay
7,서비스업,경기,11,3,2022-04-16,15,2500000,2538007,219065,44,723711,789474,1,payment_delay
7,서비스업,경기,11,4,2022-05-22,21,2500000,2508761,231056,43,834234,771531,1,payment_delay
7,서비스업,경기,11,5,2022-06-25,25,2500000,2426703,242165,44,719416,789474,1,payment_delay
7,서비스업,경기,11,6,2022-07-30,30,2500000,2442629,287303,7,131779,125598,1,payment_delay
7,서비스업,경기,11,7,2022-08-29,30,2500000,2569326,218718,27,463687,484450,1,payment_delay
7,서비스업,경기,11,8,2022-09-28,30,2500000,2490450,325527,37,727329,663876,1,payment_delay
7,서비스업,경기,11,9,2022-10-28,30,2500000,2558671,256925,46,906733,825359,1,payment_delay
7,서비스업,경기,11,10,2022-11-27,30,2500000,2508078,367326,35,630891,627990,1,payment_delay
7,서비스업,경기,11,11,2022-12-27,30,2500000,2529362,238635,48,883216,861244,1,payment_delay
7,서비스업,경기,11,12,2023-01-26,30,2500000,2535565,353814,15,293830,269139,1,payment_delay
7,서비스업,경기,11,13,2023-02-25,30,2500000,2518020,194345,23,386938,412679,1,payment_delay
7,서비스업,경기,11,14,2023-03-27,30,2500000,2478003,270914,7,114991,125598,1,payment_delay
8,건설업,인천,11,0,2021-12-30,-2,3500000,3460001,459828,8,27520,200957,1,overtime_unpaid
8,건설업,인천,11,1,2022-02-02,2,3500000,3586295,462888,12,57261,301435,1,overtime_unpaid
8,건설업,인천,11,2,2022-03-04,2,3500000,3588027,203962,46,202597,1155502,1,overtime_unpaid
8,건설업,인천,11,3,2022-04-01,0,3500000,3429615,318939,44,171891,1105263,1,overtime_unpaid
8,건설업,인천,11,4,2022-04-30,-1,3500000,3601910,306859,31,116741,778708,1,overtime_unpaid
8,건설업,인천,11,5,2022-05-29,-2,3500000,3569124,374179,21,6701,527512,1,overtime_unpaid
8,건설업,인천,11,6,2022-06-28,-2,3500000,3423109,179785,34,12872,854067,1,overtime_unpaid
8,건설업,인천,11,7,2022-07-31,1,3500000,3507213,437469,16,73403,401914,1,overtime_unpaid
8,건설업,인천,11,8,2022-08-31,2,3500000,3553987,307248,36,43603,904306,1,overtime_unpaid
9,건설업,경남,11,0,2022-01-07,6,2060740,2027188,241457,3,45418,44370,1,payment_delay
9,건설업,경남,11,1,2022-02-11,11,2060740,2012959,241431,30,445502,443700,1,payment_delay
9,건설업,경남,11,2,2022-03-17,15,2060740,2104285,216771,49,733542,724710,1,payment_delay
9,건설업,경남,11,3,2022-04-20,19,2060740,2015488,108968,16,248715,236640,1,payment_delay
9,건설업,경남,11,4,2022-05-26,25,2060740,2085973,146923,13,178287,192270,1,payment_delay
9,건설업,경남,11,5,2022-06-30,30,2060740,2042266,224604,33,477552,488070,1,payment_delay
9,건설업,경남,11,6,2022-07-30,30,2060740,2110712,174803,50,741569,739500,1,payment_delay
9,건설업,경남,11,7,2022-08-29,30,2060740,2075835,280748,29,467471,428910,1,payment_delay
9,건설업,경남,11,8,2022-09-28,30,2060740,2113485,204449,9,126674,133110,1,payment_delay
9,건설업,경남,11,9,2022-10-28,30,2060740,2075677,174630,33,459677,488070,1,payment_delay
9,건설업,경남,11,10,2022-11-27,30,2060740,2041150,213753,47,689586,695130,1,payment_delay
9,건설업,경남,11,11,2022-12-27,30,2060740,2078158,140518,15,215002,221850,1,payment_delay
9,건설업,경남,11,12,2023-01-26,30,2060740,2057521,240603,31,428442,458490,1,payment_delay
9,건설업,경남,11,13,2023-02-25,30,2060740,2003971,137850,50,706754,739500,1,payment_delay
9,건설업,경남,11,14,2023-03-27,30,2060740,2009885,127897,21,308154,310590,1,payment_delay
9,건설업,경남,11,15,2023-04-26,30,2060740,2043958,206778,45,690893,665550,1,payment_delay
9,건설업,경남,11,16,2023-05-26,30,2060740,2097760,232431,25,338821,369750,1,payment_delay
9,건설업,경남,11,17,2023-06-25,30,2060740,2006470,160094,47,737700,695130,1,payment_delay
9,건설업,경남,11,18,2023-07-25,30,2060740,2021733,146178,34,489833,502860,1,payment_delay
10,농축산업,경남,16,0,2022-01-04,3,3500000,3426025,221591,13,338779,326555,1,payment_delay
10,농축산업,경남,16,1,2022-02-07,7,3500000,3401399,478525,46,1121796,1155502,1,payment_delay
10,농축산업,경남,16,2,2022-03-13,11,3500000,3417023,433092,14,329328,351675,1,payment_delay
10,농축산업,경남,16,3,2022-04-14,13,3500000,3439404,289624,16,371349,401914,1,payment_delay
10,농축산업,경남,16,4,2022-05-16,15,3500000,3519654,412686,12,318869,301435,1,payment_delay
10,농축산업,경남,16,5,2022-06-21,21,3500000,3413253,362987,17,434450,427033,1,payment_delay
10,농축산업,경남,16,6,2022-07-23,23,3500000,3421792,274322,43,1050565,1080144,1,payment_delay
10,농축산업,경남,16,7,2022-08-25,26,3500000,3446314,349387,33,800821,828947,1,payment_delay
10,농축산업,경남,16,8,2022-09-26,28,3500000,3396582,253866,32,782182,803828,1,payment_delay
10,농축산업,경남,16,9,2022-10-28,30,3500000,3434179,274783,29,680881,728469,1,payment_delay
10,농축산업,경남,16,10,2022-11-27,30,3500000,3505147,318639,2,55086,50239,1,payment_delay
10,농축산업,경남,16,11,2022-12-27,30,3500000,3598589,477927,19,507539,477273,1,payment_delay
10,농축산업,경남,16,12,2023-01-26,30,3500000,3430886,409025,29,791026,728469,1,payment_delay
10,농축산업,경남,16,13,2023-02-25,30,3500000,3495090,468504,7,165466,175837,1,payment_delay
10,농축산업,경남,16,14,2023-03-27,30,3500000,3484342,352664,3,71477,75359,1,payment_delay
10,농축산업,경남,16,15,2023-04-26,30,3500000,3556234,205552,25,628757,627990,1,payment_delay
10,농축산업,경남,16,16,2023-05-26,30,3500000,3506844,193138,12,291585,301435,1,payment_delay
10,농축산업,경남,16,17,2023-06-25,30,3500000,3408309,521486,4,96909,100478,1,payment_delay
10,농축산업,경남,16,18,2023-07-25,30,3500000,3448475,413526,19,502113,477273,1,payment_delay
11,농축산업,전남,13,0,2022-01-03,2,3500000,3569430,512759,4,92928,100478,1,payment_delay
11,농축산업,전남,13,1,2022-02-06,6,3500000,3438050,307730,8,218097,200957,1,payment_delay
11,농축산업,전남,13,2,2022-03-13,11,3500000,3424352,453344,28,661377,703349,1,payment_delay
11,농축산업,전남,13,3,2022-04-16,15,3500000,3434145,257492,20,515832,502392,1,payment_delay
11,농축산업,전남,13,4,2022-05-21,20,3500000,3579212,312356,24,641045,602871,1,payment_delay
11,농축산업,전남,13,5,2022-06-24,24,3500000,3508354,328561,37,943829,929426,1,payment_delay
11,농축산업,전남,13,6,2022-07-26,26,3500000,3477211,361150,32,734155,803828,1,payment_delay
11,농축산업,전남,13,7,2022-08-29,30,3500000,3419549,503941,38,978926,954545,1,payment_delay
11,농축산업,전남,13,8,2022-09-28,30,3500000,3561745,392025,51,1289674,1281100,1,payment_delay
11,농축산업,전남,13,9,2022-10-28,30,3500000,3604515,438341,35,915581,879187,1,payment_delay
11,농축산업,전남,13,10,2022-11-27,30,3500000,3402042,374461,32,846022,803828,1,payment_delay
11,농축산업,전남,13,11,2022-12-27,30,3500000,3466837,462440,9,208471,226077,1,payment_delay
11,농축산업,전남,13,12,2023-01-26,30,3500000,3421773,314051,44,1170981,1105263,1,payment_delay
11,농축산업,전남,13,13,2023-02-25,30,3500000,3443143,427788,28,734302,703349,1,payment_delay
11,농축산업,전남,13,14,2023-03-27,30,3500000,3513757,425663,50,1280857,1255981,1,payment_delay
11,농축산업,전남,13,15,2023-04-26,30,3500000,3596406,294883,10,237498,251196,1,payment_delay
11,농축산업,전남,13,16,2023-05-26,30,3500000,3524140,494148,45,1048795,1130383,1,payment_delay
11,농축산업,전남,13,17,2023-06-25,30,3500000,3448763,429133,24,614080,602871,1,payment_delay
11,농축산업,전남,13,18,2023-07-25,30,3500000,3587938,451530,35,795316,879187,1,payment_delay
11,농축산업,전남,13,19,2023-08-24,30,3500000,3516021,387350,48,1187446,1205742,1,payment_delay
12,농축산업,전남,16,0,2021-12-30,-2,2060740,1854666,151651,45,621027,665550,1,wage_cut
12,농축산업,전남,16,1,2022-02-01,1,2060740,1813451,292799,22,349451,325380,1,wage_cut
12,농축산업,전남,16,2,2022-03-02,0,2060740,1772236,228308,39,562886,576810,1,wage_cut
12,농축산업,전남,16,3,2022-04-03,2,2060740,1731022,145402,8,125130,118320,1,wage_cut
12,농축산업,전남,16,4,2022-04-30,-1,2060740,1689807,126585,40,581484,591600,1,wage_cut
12,농축산업,전남,16,5,2022-05-30,-1,2060740,1648592,293235,10,146885,147900,1,wage_cut
12,농축산업,전남,16,6,2022-06-30,0,2060740,1607377,292307,33,496569,488070,1,wage_cut
12,농축산업,전남,16,7,2022-07-30,0,2060740,1566162,291131,43,603946,635970,1,wage_cut
12,농축산업,전남,16,8,2022-08-27,-2,2060740,1524948,137145,6,80467,88740,1,wage_cut
12,농축산업,전남,16,9,2022-09-26,-2,2060740,1483733,263877,48,678341,709920,1,wage_cut
12,농축산업,전남,16,10,2022-10-27,-1,2060740,1442518,146865,27,400542,399330,1,wage_cut
12,농축산업,전남,16,11,2022-11-25,-2,2060740,1401303,197623,19,284231,281010,1,wage_cut
12,농축산업,전남,16,12,2022-12-28,1,2060740,1360088,206526,39,587814,576810,1,wage_cut
13,제조업,인천,15,0,2022-01-01,0,2060740,1854666,163632,17,262194,251430,1,wage_cut
13,제조업,인천,15,1,2022-01-30,-1,2060740,1813451,213174,1,14734,14790,1,wage_cut
13,제조업,인천,15,2,2022-03-02,0,2060740,1772236,140528,3,47580,44370,1,wage_cut
13,제조업,인천,15,3,2022-04-01,0,2060740,1731022,159151,31,494934,458490,1,wage_cut
13,제조업,인천,15,4,2022-04-30,-1,2060740,1689807,108268,32,440733,473280,1,wage_cut
13,제조업,인천,15,5,2022-05-30,-1,2060740,1648592,238824,6,80347,88740,1,wage_cut
13,제조업,인천,15,6,2022-06-30,0,2060740,1607377,143451,23,340545,340170,1,wage_cut
13,제조업,인천,15,7,2022-07-28,-2,2060740,1566162,220385,46,733061,680340,1,wage_cut
13,제조업,인천,15,8,2022-08-30,1,2060740,1524948,251578,46,721884,680340,1,wage_cut
13,제조업,인천,15,9,2022-09-28,0,2060740,1483733,184886,15,229308,221850,1,wage_cut
13,제조업,인천,15,10,2022-10-30,2,2060740,1442518,163447,13,207511,192270,1,wage_cut
13,제조업,인천,15,11,2022-11-26,-1,2060740,1401303,254688,6,94919,88740,1,wage_cut
13,제조업,인천,15,12,2022-12-29,2,2060740,1360088,223187,18,262036,266220,1,wage_cut
13,제조업,인천,15,13,2023-01-25,-1,2060740,1318874,271491,0,0,0,1,wage_cut
13,제조업,인천,15,14,2023-02-24,-1,2060740,1277659,177854,1,13412,14790,1,wage_cut
13,제조업,인천,15,15,2023-03-28,1,2060740,1236444,174172,4,62400,59160,1,wage_cut
13,제조업,인천,15,16,2023-04-24,-2,2060740,1236444,280481,33,460690,488070,1,wage_cut
13,제조업,인천,15,17,2023-05-25,-1,2060740,1236444,263725,21,286627,310590,1,wage_cut
13,제조업,인천,15,18,2023-06-25,0,2060740,1236444,200111,45,623235,665550,1,wage_cut
13,제조업,인천,15,19,2023-07-24,-1,2060740,1236444,208641,50,775245,739500,1,wage_cut
13,제조업,인천,15,20,2023-08-23,-1,2060740,1236444,185992,44,614060,650760,1,wage_cut
13,제조업,인천,15,21,2023-09-23,0,2060740,1236444,305897,45,668970,665550,1,wage_cut
14,제조업,전남,15,0,2022-01-04,3,3000000,3056710,299427,20,393345,430622,1,payment_delay
14,제조업,전남,15,1,2022-02-09,9,3000000,2999544,366061,24,476087,516746,1,payment_delay
14,제조업,전남,15,2,2022-03-17,15,3000000,3072003,412167,26,570715,559809,1,payment_delay
14,제조업,전남,15,3,2022-04-21,20,3000000,3029707,202611,44,1025889,947368,1,payment_delay
14,제조업,전남,15,4,2022-05-24,23,3000000,2978965,305675,20,391605,430622,1,payment_delay
14,제조업,전남,15,5,2022-06-28,28,3000000,2943187,177101,42,953317,904306,1,payment_delay
14,제조업,전남,15,6,2022-07-30,30,3000000,3060674,281158,20,466408,430622,1,payment_delay
15,농축산업,충남,9,0,2022-01-03,2,3000000,2700000,230973,32,694486,688995,1,wage_cut
15,농축산업,충남,9,1,2022-01-31,0,3000000,2640000,402459,34,782776,732057,1,wage_cut
15,농축산업,충남,9,2,2022-03-02,0,3000000,2580000,196402,44,970737,947368,1,wage_cut
15,농축산업,충남,9,3,2022-03-31,-1,3000000,2520000,172541,8,180110,172249,1,wage_cut
15,농축산업,충남,9,4,2022-04-29,-2,3000000,2460000,329486,42,897014,904306,1,wage_cut
15,농축산업,충남,9,5,2022-05-31,0,3000000,2400000,173330,2,38776,43062,1,wage_cut
15,농축산업,충남,9,6,2022-06-30,0,3000000,2340000,151576,29,574836,624402,1,wage_cut
15,농축산업,충남,9,7,2022-08-01,2,3000000,2280000,392229,43,1011403,925837,1,wage_cut
15,농축산업,충남,9,8,2022-08-27,-2,3000000,2220000,357168,9,194605,193780,1,wage_cut
15,농축산업,충남,9,9,2022-09-29,1,3000000,2160000,411884,15,337967,322967,1,wage_cut
15,농축산업,충남,9,10,2022-10-30,2,3000000,2100000,347635,16,357745,344498,1,wage_cut
15,농축산업,충남,9,11,2022-11-25,-2,3000000,2040000,296827,17,345620,366029,1,wage_cut
15,농축산업,충남,9,12,2022-12-26,-1,3000000,1980000,433218,40,781911,861244,1,wage_cut
16,제조업,충남,12,0,2022-01-03,2,3000000,3074788,160184,21,63068,452153,1,overtime_unpaid
16,제조업,충남,12,1,2022-01-29,-2,3000000,3076391,441317,50,203311,1076555,1,overtime_unpaid
16,제조업,충남,12,2,2022-03-01,-1,3000000,3065168,403365,30,41224,645933,1,overtime_unpaid
16,제조업,충남,12,3,2022-03-31,-1,3000000,2916661,328881,38,37638,818182,1,overtime_unpaid
16,제조업,충남,12,4,2022-05-02,1,3000000,2923852,358887,44,64397,947368,1,overtime_unpaid
16,제조업,충남,12,5,2022-06-01,1,3000000,2966752,311847,38,129391,818182,1,overtime_unpaid
16,제조업,충남,12,6,2022-06-28,-2,3000000,3022660,415793,12,31825,258373,1,overtime_unpaid
16,제조업,충남,12,7,2022-07-29,-1,3000000,3066618,156381,34,128066,732057,1,overtime_unpaid
16,제조업,충남,12,8,2022-08-31,2,3000000,3079032,389635,17,73055,366029,1,overtime_unpaid
16,제조업,충남,12,9,2022-09-29,1,3000000,3048094,270579,28,57861,602871,1,overtime_unpaid
16,제조업,충남,12,10,2022-10-26,-2,3000000,3067262,445225,15,49625,322967,1,overtime_unpaid
16,제조업,충남,12,11,2022-11-25,-2,3000000,3004053,369682,38,548,818182,1,overtime_unpaid
16,제조업,충남,12,12,2022-12-29,2,3000000,2963461,405847,13,40057,279904,1,overtime_unpaid
16,제조업,충남,12,13,2023-01-28,2,3000000,2959908,423102,24,4661,516746,1,overtime_unpaid
16,제조업,충남,12,14,2023-02-23,-2,3000000,2932399,436925,23,79035,495215,1,overtime_unpaid
16,제조업,충남,12,15,2023-03-29,2,3000000,3015940,444699,42,159917,904306,1,overtime_unpaid
16,제조업,충남,12,16,2023-04-26,0,3000000,3088053,373006,12,3358,258373,1,overtime_unpaid
16,제조업,충남,12,17,2023-05-27,1,3000000,3026936,332321,28,61817,602871,1,overtime_unpaid
16,제조업,충남,12,18,2023-06-24,-1,3000000,2941775,216146,42,33719,904306,1,overtime_unpaid
16,제조업,충남,12,19,2023-07-25,0,3000000,3054139,338933,5,4658,107656,1,overtime_unpaid
16,제조업,충남,12,20,2023-08-22,-2,3000000,3017509,307509,34,38101,732057,1,overtime_unpaid
17,농축산업,경기,5,0,2022-01-01,0,2500000,2250000,240845,31,569896,556220,1,wage_cut
17,농축산업,경기,5,1,2022-02-02,2,2500000,2200000,133716,46,890549,825359,1,wage_cut
17,농축산업,경기,5,2,2022-03-04,2,2500000,2150000,239358,33,579217,592105,1,wage_cut
17,농축산업,경기,5,3,2022-04-01,0,2500000,2100000,244169,27,440304,484450,1,wage_cut
17,농축산업,경기,5,4,2022-04-30,-1,2500000,2050000,133856,11,190620,197368,1,wage_cut
17,농축산업,경기,5,5,2022-05-29,-2,2500000,2000000,308803,4,68632,71770,1,wage_cut
17,농축산업,경기,5,6,2022-07-01,1,2500000,1950000,126271,14,261029,251196,1,wage_cut
17,농축산업,경기,5,7,2022-07-29,-1,2500000,1900000,145262,17,287954,305024,1,wage_cut
17,농축산업,경기,5,8,2022-08-31,2,2500000,1850000,144033,27,518478,484450,1,wage_cut
17,농축산업,경기,5,9,2022-09-30,2,2500000,1800000,254020,31,601442,556220,1,wage_cut
17,농축산업,경기,5,10,2022-10-28,0,2500000,1750000,294504,39,708960,699761,1,wage_cut
17,농축산업,경기,5,11,2022-11-29,2,2500000,1700000,344657,32,608317,574163,1,wage_cut
17,농축산업,경기,5,12,2022-12-28,1,2500000,1650000,164335,32,535166,574163,1,wage_cut
17,농축산업,경기,5,13,2023-01-28,2,2500000,1600000,184673,42,818411,753589,1,wage_cut
17,농축산업,경기,5,14,2023-02-26,1,2500000,1550000,313179,26,434655,466507,1,wage_cut
17,농축산업,경기,5,15,2023-03-27,0,2500000,1500000,342961,44,715144,789474,1,wage_cut
17,농축산업,경기,5,16,2023-04-25,-1,2500000,1500000,329987,9,152719,161483,1,wage_cut
